"origen","destino","tipo_via","distancia_km","tiempo_min","nivel_trafico","trafico","capacidad","velocidad_max","prioridad_via","bidireccional"
"Ate_141","San Juan de Lurigancho_385","autopista","8","35","2","trafico moderado","250","100","baja","no"
"Chorrillos_1006","Barranco_1174","avenida","7","35","3","trafico alto","40","50","baja","si"
"Surco_1485","La Molina_620","autopista","10","35","2","trafico moderado","100","80","alta","no"
"Ate_475","La Molina_662","avenida","8","34","1","trafico libre","150","50","alta","si"
"Chorrillos_708","Villa El Salvador_889","avenida","3","8","2","trafico moderado","250","60","baja","no"
"San Juan de Lurigancho_148","Ate_1417","avenida","10","31","3","trafico alto","60","50","alta","si"
"San Juan de Lurigancho_932","Rimac_1457","avenida","10","24","1","trafico libre","40","60","alta","no"
"Callao_324","Los Olivos_1496","autopista","11","54","1","trafico libre","150","80","alta","no"
"San Juan de Lurigancho_1265","Rimac_1226","autopista","12","26","1","trafico libre","500","80","alta","no"
"Villa El Salvador_428","Surco_177","autopista","8","19","2","trafico moderado","150","100","media","si"
"Rimac_949","San Isidro_231","autopista","8","38","1","trafico libre","500","100","alta","si"
"Comas_126","Rimac_721","calle","3","9","3","trafico alto","40","30","media","no"
"Miraflores_242","San Isidro_290","avenida","9","41","3","trafico alto","250","50","baja","no"
"Rimac_1191","Comas_1154","avenida","8","24","2","trafico moderado","60","50","baja","si"
"Chorrillos_558","Villa El Salvador_293","autopista","10","25","1","trafico libre","250","100","media","no"
"San Juan de Lurigancho_933","Rimac_120","calle","4","9","3","trafico alto","60","30","baja","no"
"San Juan de Lurigancho_128","Ate_535","avenida","8","17","1","trafico libre","40","60","alta","si"
"San Juan de Lurigancho_515","Ate_804","calle","2","9","2","trafico moderado","500","30","baja","no"
"San Miguel_1390","San Isidro_590","avenida","3","7","1","trafico libre","60","50","media","no"
"San Miguel_1443","Callao_169","calle","2","7","2","trafico moderado","500","30","alta","si"
"Los Olivos_951","Callao_581","autopista","11","22","1","trafico libre","40","80","media","no"
"San Isidro_1452","Miraflores_316","autopista","13","45","1","trafico libre","100","80","alta","no"
"Surco_68","Barranco_391","autopista","9","36","2","trafico moderado","250","100","media","si"
"La Molina_113","Ate_1302","avenida","5","20","2","trafico moderado","100","50","alta","si"
"Miraflores_974","Barranco_196","calle","1","4","2","trafico moderado","500","40","media","si"
"Chorrillos_956","Barranco_196","avenida","9","25","1","trafico libre","250","50","baja","no"
"San Isidro_287","San Borja_965","avenida","3","11","1","trafico libre","60","60","alta","si"
"Barranco_1132","Miraflores_138","calle","5","19","2","trafico moderado","40","40","alta","si"
"Barranco_391","Miraflores_1465","calle","4","13","2","trafico moderado","60","40","alta","si"
"Surco_1377","San Borja_153","avenida","7","34","3","trafico alto","500","60","baja","si"
"Los Olivos_437","Comas_540","avenida","10","34","1","trafico libre","40","50","media","no"
"Villa El Salvador_1342","Surco_1135","avenida","6","30","2","trafico moderado","500","50","baja","si"
"Chorrillos_1291","Barranco_1360","autopista","11","50","2","trafico moderado","150","100","baja","si"
"San Miguel_36","San Isidro_1386","autopista","10","24","2","trafico moderado","500","100","media","no"
"San Borja_1028","San Isidro_1164","avenida","8","34","2","trafico moderado","100","50","baja","no"
"San Juan de Lurigancho_1288","Rimac_1263","autopista","11","41","2","trafico moderado","500","100","baja","no"
"Rimac_462","Comas_1425","autopista","10","49","1","trafico libre","100","80","baja","si"
"San Isidro_25","Rimac_797","autopista","15","65","2","trafico moderado","500","80","alta","si"
"Los Olivos_873","Comas_1408","calle","5","17","4","trafico extremo","150","40","baja","si"
"Chorrillos_334","Barranco_945","autopista","12","59","2","trafico moderado","150","80","alta","si"
"Comas_1242","Los Olivos_99","avenida","10","22","1","trafico libre","60","50","baja","no"
"Callao_996","San Miguel_1205","avenida","9","31","2","trafico moderado","40","50","media","si"
"San Isidro_1207","San Borja_295","avenida","8","27","1","trafico libre","40","60","alta","si"
"Surco_1363","La Molina_742","avenida","8","31","3","trafico alto","60","50","alta","no"
"San Borja_408","San Isidro_921","avenida","5","21","2","trafico moderado","100","50","baja","no"
"Rimac_1248","San Isidro_1469","avenida","6","13","3","trafico alto","100","60","baja","no"
"Ate_572","San Juan de Lurigancho_526","calle","4","8","4","trafico extremo","40","30","baja","si"
"Miraflores_883","San Isidro_1253","calle","1","5","4","trafico extremo","100","40","alta","no"
"Los Olivos_536","Callao_860","autopista","8","21","1","trafico libre","150","100","alta","si"
"Surco_177","Barranco_986","avenida","6","22","2","trafico moderado","500","50","media","no"
"San Isidro_819","Miraflores_1275","avenida","10","33","2","trafico moderado","100","50","alta","no"
"Miraflores_1462","Surco_1246","autopista","13","56","2","trafico moderado","500","80","alta","no"
"San Juan de Lurigancho_615","Ate_539","autopista","15","32","1","trafico libre","500","100","alta","no"
"La Molina_1045","Ate_1420","avenida","8","20","3","trafico alto","40","60","media","si"
"San Isidro_583","Miraflores_1247","avenida","10","39","2","trafico moderado","250","50","media","si"
"San Isidro_748","Miraflores_812","autopista","15","47","2","trafico moderado","150","100","baja","no"
"Ate_455","La Molina_727","avenida","4","18","1","trafico libre","60","60","baja","no"
"San Borja_471","La Molina_1180","autopista","11","32","2","trafico moderado","60","80","alta","no"
"Ate_521","San Juan de Lurigancho_424","avenida","9","37","1","trafico libre","150","50","baja","no"
"Villa El Salvador_1472","Surco_794","calle","5","25","3","trafico alto","500","40","alta","no"
"Chorrillos_864","Villa El Salvador_1000","calle","4","16","4","trafico extremo","100","30","media","no"
"Barranco_876","Miraflores_474","autopista","11","25","1","trafico libre","60","80","baja","no"
"San Juan de Lurigancho_1346","Ate_1391","avenida","6","12","2","trafico moderado","500","50","media","si"
"San Isidro_1077","Miraflores_435","calle","2","9","3","trafico alto","250","40","alta","si"
"Ate_992","La Molina_1312","calle","5","23","3","trafico alto","40","40","media","si"
"San Isidro_921","San Borja_14","autopista","12","31","1","trafico libre","250","100","alta","no"
"Los Olivos_532","Comas_300","avenida","7","32","2","trafico moderado","100","60","baja","si"
"Ate_596","La Molina_118","calle","4","19","4","trafico extremo","40","40","alta","no"
"Rimac_96","San Isidro_1491","avenida","3","15","2","trafico moderado","250","50","baja","no"
"Ate_1110","San Juan de Lurigancho_136","autopista","10","35","1","trafico libre","60","100","baja","no"
"La Molina_113","San Borja_464","autopista","9","27","1","trafico libre","40","100","baja","no"
"Ate_547","San Juan de Lurigancho_511","avenida","6","27","2","trafico moderado","100","60","baja","si"
"Rimac_184","Comas_844","calle","5","24","3","trafico alto","150","30","alta","si"
"San Juan de Lurigancho_845","Rimac_1223","calle","3","6","3","trafico alto","40","30","alta","no"
"Miraflores_597","Surco_1175","calle","2","8","2","trafico moderado","250","30","media","si"
"San Juan de Lurigancho_100","Rimac_9","calle","1","3","4","trafico extremo","150","40","media","no"
"Callao_182","San Miguel_1264","avenida","6","19","3","trafico alto","60","60","alta","no"
"Los Olivos_210","Comas_709","autopista","10","46","2","trafico moderado","100","80","alta","no"
"San Borja_1478","Surco_1427","avenida","10","34","1","trafico libre","100","50","media","no"
"La Molina_440","Ate_108","calle","2","8","2","trafico moderado","150","40","media","no"
"Villa El Salvador_573","Surco_1479","calle","2","7","4","trafico extremo","150","40","alta","no"
"Rimac_961","San Isidro_217","calle","3","6","2","trafico moderado","60","40","media","no"
"Miraflores_225","San Isidro_336","calle","1","5","4","trafico extremo","100","30","media","no"
"San Borja_1324","San Isidro_896","calle","4","10","3","trafico alto","250","30","media","no"
"San Juan de Lurigancho_884","Rimac_814","calle","3","11","2","trafico moderado","40","30","media","si"
"Villa El Salvador_730","Surco_197","calle","1","2","2","trafico moderado","60","40","media","si"
"Barranco_60","Miraflores_138","autopista","10","24","2","trafico moderado","250","80","baja","si"
"San Isidro_909","Miraflores_98","avenida","7","19","2","trafico moderado","150","50","media","si"
"Barranco_220","Miraflores_1055","calle","3","8","2","trafico moderado","250","40","media","si"
"La Molina_685","San Borja_338","calle","1","3","3","trafico alto","150","40","baja","no"
"Surco_1383","San Borja_1374","avenida","6","16","2","trafico moderado","150","50","alta","no"
"San Juan de Lurigancho_1426","Ate_654","autopista","10","29","1","trafico libre","250","80","baja","no"
"Barranco_1267","Surco_163","autopista","8","29","1","trafico libre","250","100","alta","si"
"Ate_1076","San Juan de Lurigancho_24","autopista","8","30","2","trafico moderado","60","100","media","no"
"San Borja_259","San Isidro_1140","avenida","6","19","1","trafico libre","250","50","alta","no"
"Callao_1078","Los Olivos_1372","autopista","14","33","1","trafico libre","100","80","baja","si"
"Comas_209","Rimac_359","avenida","9","26","1","trafico libre","250","50","media","si"
"Los Olivos_918","Callao_169","autopista","8","23","2","trafico moderado","150","100","alta","no"
"La Molina_1172","Surco_199","calle","4","13","4","trafico extremo","100","40","media","no"
"Comas_1060","Los Olivos_1415","avenida","9","20","1","trafico libre","100","50","alta","si"
"Chorrillos_1006","Villa El Salvador_1094","calle","4","13","2","trafico moderado","60","30","media","si"
"Barranco_986","Surco_1183","autopista","14","47","2","trafico moderado","500","100","media","si"
"La Molina_662","Ate_654","autopista","9","26","2","trafico moderado","500","100","media","si"
"San Juan de Lurigancho_424","Ate_1302","calle","3","6","3","trafico alto","500","30","baja","no"
"San Miguel_763","Callao_208","avenida","6","19","3","trafico alto","150","50","media","si"
"Comas_1190","Los Olivos_459","avenida","7","21","1","trafico libre","40","60","alta","si"
"Callao_925","Los Olivos_1372","autopista","11","32","2","trafico moderado","40","80","alta","si"
"San Borja_508","La Molina_223","autopista","8","22","2","trafico moderado","60","80","baja","si"
"San Juan de Lurigancho_27","Ate_449","avenida","8","34","1","trafico libre","500","50","media","si"
"San Isidro_777","San Borja_1157","autopista","10","21","2","trafico moderado","60","80","baja","no"
"Comas_840","Los Olivos_1105","calle","2","6","4","trafico extremo","250","40","media","no"
"San Juan de Lurigancho_424","Ate_88","avenida","5","10","1","trafico libre","250","50","media","no"
"San Juan de Lurigancho_554","Ate_535","autopista","8","37","2","trafico moderado","100","100","media","si"
"San Miguel_580","San Isidro_670","calle","2","10","3","trafico alto","60","30","baja","no"
"Callao_672","San Miguel_311","avenida","10","33","2","trafico moderado","500","60","media","si"
"Ate_1436","La Molina_685","calle","5","14","2","trafico moderado","40","30","baja","no"
"Rimac_769","Comas_1402","calle","1","5","4","trafico extremo","100","30","alta","si"
"San Miguel_1205","San Isidro_340","calle","2","8","3","trafico alto","250","30","baja","no"
"San Isidro_999","Rimac_1248","calle","1","5","4","trafico extremo","60","30","baja","si"
"Ate_94","La Molina_727","calle","1","2","2","trafico moderado","500","40","media","no"
"Barranco_678","Chorrillos_1317","calle","2","5","2","trafico moderado","500","40","baja","no"
"Rimac_867","San Isidro_887","autopista","13","33","1","trafico libre","60","100","alta","si"
"Callao_779","San Miguel_332","autopista","11","55","2","trafico moderado","150","100","alta","no"
"Los Olivos_753","Comas_1060","avenida","8","17","2","trafico moderado","40","60","media","no"
"Villa El Salvador_1104","Chorrillos_541","autopista","14","32","2","trafico moderado","100","80","baja","si"
"Ate_1236","La Molina_846","avenida","9","32","1","trafico libre","500","50","baja","si"
"San Isidro_246","Rimac_587","avenida","3","10","3","trafico alto","150","50","baja","si"
"Comas_828","Rimac_283","autopista","13","62","2","trafico moderado","150","100","media","si"
"San Isidro_843","Rimac_96","avenida","3","9","2","trafico moderado","40","60","media","si"
"Ate_857","San Juan de Lurigancho_845","calle","2","8","4","trafico extremo","500","40","baja","no"
"Los Olivos_17","Comas_499","avenida","3","7","1","trafico libre","100","60","baja","no"
"Villa El Salvador_1177","Surco_766","autopista","12","39","2","trafico moderado","250","100","alta","no"
"Los Olivos_516","Callao_1115","calle","5","22","2","trafico moderado","250","30","alta","si"
"Chorrillos_956","Villa El Salvador_1472","autopista","10","22","1","trafico libre","100","100","media","no"
"San Juan de Lurigancho_24","Rimac_9","calle","4","19","4","trafico extremo","250","40","baja","no"
"Chorrillos_1291","Barranco_203","calle","4","19","4","trafico extremo","100","30","media","no"
"Ate_1005","La Molina_1045","avenida","10","29","1","trafico libre","60","60","alta","no"
"Callao_115","San Miguel_922","calle","4","13","2","trafico moderado","150","40","alta","no"
"Chorrillos_71","Villa El Salvador_293","autopista","13","42","1","trafico libre","100","100","media","no"
"Callao_1206","San Miguel_311","avenida","10","34","3","trafico alto","150","60","alta","no"
"Ate_857","San Juan de Lurigancho_1186","calle","1","5","4","trafico extremo","250","40","media","no"
"Miraflores_170","Barranco_1267","calle","1","4","2","trafico moderado","60","30","media","no"
"La Molina_791","Surco_218","avenida","6","14","2","trafico moderado","60","50","media","no"
"Callao_860","San Miguel_1240","calle","5","21","3","trafico alto","100","30","alta","no"
"San Juan de Lurigancho_886","Rimac_341","autopista","11","22","2","trafico moderado","40","80","media","si"
"Rimac_713","San Isidro_1409","autopista","8","23","2","trafico moderado","250","100","media","si"
"Callao_1225","San Miguel_871","calle","2","9","4","trafico extremo","60","40","alta","si"
"Callao_1398","Los Olivos_576","calle","3","13","3","trafico alto","60","40","media","no"
"San Juan de Lurigancho_414","Ate_815","calle","2","9","3","trafico alto","250","40","baja","si"
"San Juan de Lurigancho_329","Ate_547","autopista","13","53","1","trafico libre","250","80","baja","si"
"Barranco_518","Surco_800","avenida","10","22","2","trafico moderado","500","60","baja","si"
"Callao_1038","Los Olivos_395","avenida","4","9","3","trafico alto","60","60","alta","no"
"San Borja_236","La Molina_1379","avenida","9","43","3","trafico alto","250","50","media","si"
"San Borja_408","La Molina_662","autopista","10","50","2","trafico moderado","40","100","media","si"
"Barranco_1344","Surco_1021","avenida","5","25","2","trafico moderado","100","60","alta","si"
"San Miguel_1204","Callao_1343","calle","1","3","4","trafico extremo","100","30","alta","si"
"Callao_978","San Miguel_1443","avenida","8","30","3","trafico alto","100","60","alta","si"
"Villa El Salvador_788","Chorrillos_831","calle","4","20","4","trafico extremo","150","30","alta","no"
"San Isidro_999","Rimac_1304","avenida","9","18","2","trafico moderado","100","50","baja","si"
"San Borja_830","San Isidro_964","avenida","3","6","3","trafico alto","60","50","alta","no"
"La Molina_154","Surco_517","avenida","4","19","3","trafico alto","500","50","media","si"
"Callao_485","San Miguel_331","calle","4","16","2","trafico moderado","40","30","baja","si"
"Los Olivos_834","Comas_1163","avenida","10","43","1","trafico libre","150","60","alta","si"
"Villa El Salvador_788","Chorrillos_1241","calle","3","7","3","trafico alto","250","40","alta","si"
"Ate_572","La Molina_1182","calle","1","2","4","trafico extremo","150","30","baja","no"
"Ate_1391","La Molina_1180","avenida","5","14","3","trafico alto","40","50","media","no"
"San Juan de Lurigancho_1245","Rimac_1234","calle","5","11","3","trafico alto","500","30","alta","si"
"La Molina_629","Surco_254","avenida","10","24","2","trafico moderado","150","50","media","no"
"San Isidro_909","San Borja_595","avenida","6","26","1","trafico libre","100","50","alta","si"
"Surco_1135","Barranco_327","avenida","9","22","2","trafico moderado","60","50","baja","si"
"Comas_1353","Los Olivos_745","autopista","9","21","1","trafico libre","500","80","baja","no"
"Ate_11","La Molina_998","autopista","15","57","2","trafico moderado","250","100","alta","no"
"Surco_517","La Molina_1280","avenida","7","20","3","trafico alto","500","50","alta","si"
"San Isidro_504","Rimac_1311","calle","5","21","2","trafico moderado","250","30","alta","no"
"San Borja_153","San Isidro_1077","avenida","3","14","1","trafico libre","60","50","alta","si"
"San Miguel_308","San Isidro_164","calle","4","19","3","trafico alto","100","30","alta","si"
"Villa El Salvador_320","Surco_1103","avenida","7","33","1","trafico libre","40","60","alta","no"
"San Juan de Lurigancho_1124","Rimac_934","avenida","3","15","3","trafico alto","40","50","alta","si"
"La Molina_1362","Ate_598","autopista","10","40","1","trafico libre","250","100","alta","si"
"Villa El Salvador_911","Chorrillos_248","avenida","10","21","1","trafico libre","500","50","baja","no"
"San Juan de Lurigancho_544","Rimac_599","autopista","8","35","2","trafico moderado","500","100","alta","si"
"San Isidro_590","San Borja_408","autopista","12","41","2","trafico moderado","100","100","alta","si"
"Surco_1134","La Molina_1314","calle","1","5","4","trafico extremo","150","40","alta","si"
"San Miguel_370","Callao_31","autopista","15","38","1","trafico libre","250","80","media","no"
"Ate_1093","La Molina_410","autopista","8","30","2","trafico moderado","60","100","baja","si"
"Callao_1162","San Miguel_916","calle","1","2","2","trafico moderado","60","30","baja","no"
"Los Olivos_131","Comas_1149","autopista","10","28","2","trafico moderado","150","80","baja","no"
"Miraflores_1445","Surco_556","avenida","6","16","2","trafico moderado","40","50","alta","no"
"Rimac_1043","Comas_1","calle","3","14","4","trafico extremo","500","40","alta","si"
"Ate_614","San Juan de Lurigancho_1486","calle","5","24","4","trafico extremo","40","30","alta","no"
"La Molina_685","Ate_244","calle","1","5","3","trafico alto","60","40","baja","no"
"San Juan de Lurigancho_531","Rimac_1015","avenida","3","12","1","trafico libre","250","60","alta","no"
"Miraflores_1055","San Isidro_921","autopista","13","41","1","trafico libre","40","80","baja","no"
"Rimac_462","Comas_514","calle","1","4","4","trafico extremo","100","30","media","no"
"San Borja_564","La Molina_8","autopista","9","33","1","trafico libre","60","80","alta","si"
"San Miguel_946","Callao_1371","autopista","8","37","2","trafico moderado","500","100","alta","no"
"Villa El Salvador_889","Chorrillos_1459","avenida","7","25","1","trafico libre","500","50","alta","no"
"Barranco_1091","Miraflores_893","calle","2","8","3","trafico alto","250","30","baja","si"
"Callao_483","San Miguel_895","avenida","10","50","2","trafico moderado","250","50","baja","no"
"Villa El Salvador_139","Chorrillos_956","autopista","9","28","1","trafico libre","150","100","media","no"
"San Juan de Lurigancho_314","Rimac_283","calle","1","2","2","trafico moderado","500","30","media","si"
"Villa El Salvador_1031","Chorrillos_85","calle","2","7","2","trafico moderado","40","30","baja","no"
"Miraflores_474","San Isidro_520","autopista","14","43","2","trafico moderado","100","100","media","si"
"Surco_1427","La Molina_1123","calle","1","4","2","trafico moderado","250","40","alta","si"
"Chorrillos_612","Barranco_945","autopista","11","48","1","trafico libre","250","80","media","si"
"San Isidro_619","San Borja_1195","calle","2","10","3","trafico alto","100","30","baja","no"
"San Isidro_222","Rimac_283","autopista","12","39","1","trafico libre","500","80","baja","no"
"Chorrillos_956","Villa El Salvador_155","avenida","9","22","2","trafico moderado","60","60","media","si"
"Comas_1149","Los Olivos_219","autopista","10","32","2","trafico moderado","250","100","baja","si"
"Barranco_673","Miraflores_98","calle","1","3","3","trafico alto","250","30","alta","no"
"Barranco_1088","Chorrillos_271","calle","3","8","2","trafico moderado","60","30","media","si"
"Rimac_721","San Isidro_1220","calle","4","11","2","trafico moderado","150","30","baja","no"
"Barranco_861","Chorrillos_1122","avenida","10","20","1","trafico libre","150","60","baja","si"
"Comas_1203","Los Olivos_405","calle","1","4","2","trafico moderado","40","40","baja","si"
"Los Olivos_902","Callao_156","calle","5","13","3","trafico alto","60","40","baja","no"
"Barranco_54","Surco_1397","avenida","8","40","3","trafico alto","100","60","media","si"
"Los Olivos_175","Comas_1266","autopista","12","39","2","trafico moderado","60","100","baja","si"
"Chorrillos_1072","Villa El Salvador_166","avenida","8","22","2","trafico moderado","40","50","alta","si"
"San Isidro_747","San Borja_258","avenida","9","36","2","trafico moderado","100","60","media","no"
"San Isidro_805","San Borja_821","avenida","4","14","1","trafico libre","40","60","baja","no"
"Chorrillos_1235","Villa El Salvador_507","calle","5","23","3","trafico alto","60","30","baja","si"
"Villa El Salvador_491","Chorrillos_432","avenida","10","34","3","trafico alto","500","60","media","no"
"Chorrillos_645","Villa El Salvador_610","avenida","5","15","2","trafico moderado","60","60","media","si"
"San Isidro_1009","Miraflores_170","avenida","4","12","2","trafico moderado","100","50","media","no"
"San Isidro_767","Miraflores_1160","avenida","7","16","3","trafico alto","60","60","media","si"
"Ate_1236","San Juan de Lurigancho_339","calle","4","17","2","trafico moderado","250","30","alta","si"
"San Juan de Lurigancho_544","Rimac_1015","autopista","12","33","1","trafico libre","60","80","baja","no"
"Callao_115","Los Olivos_641","avenida","10","50","1","trafico libre","250","60","media","si"
"Comas_566","Los Olivos_1406","autopista","13","34","2","trafico moderado","150","80","baja","si"
"Barranco_1022","Miraflores_901","avenida","10","27","3","trafico alto","60","50","baja","si"
"Miraflores_306","San Isidro_458","calle","2","10","2","trafico moderado","150","30","media","no"
"Callao_967","Los Olivos_87","avenida","5","15","3","trafico alto","250","50","alta","no"
"Rimac_1138","San Isidro_302","autopista","10","45","2","trafico moderado","500","100","baja","si"
"La Molina_1131","Ate_7","avenida","9","20","3","trafico alto","150","60","media","no"
"Rimac_482","San Isidro_887","calle","4","16","2","trafico moderado","500","30","alta","no"
"Ate_1336","La Molina_1187","autopista","8","23","2","trafico moderado","250","80","media","no"
"Comas_1319","Los Olivos_1003","autopista","12","50","2","trafico moderado","40","100","media","no"
"Rimac_814","Comas_190","avenida","8","31","1","trafico libre","40","50","baja","si"
"Los Olivos_962","Callao_433","avenida","9","42","2","trafico moderado","250","50","baja","si"
"Villa El Salvador_1023","Surco_625","calle","5","19","4","trafico extremo","250","30","media","no"
"Comas_417","Rimac_120","calle","1","4","2","trafico moderado","60","30","media","no"
"Villa El Salvador_320","Chorrillos_1428","calle","3","15","2","trafico moderado","500","40","alta","si"
"Comas_1188","Rimac_1248","avenida","10","21","3","trafico alto","40","60","baja","si"
"San Juan de Lurigancho_1381","Ate_382","calle","5","19","4","trafico extremo","500","30","media","si"
"Rimac_1214","San Isidro_790","avenida","10","50","2","trafico moderado","40","60","media","si"
"Rimac_1223","Comas_527","autopista","10","45","1","trafico libre","250","100","baja","si"
"San Miguel_239","Callao_672","calle","2","8","4","trafico extremo","40","40","alta","si"
"San Isidro_887","San Borja_233","calle","4","20","2","trafico moderado","150","30","alta","no"
"Callao_968","San Miguel_200","avenida","3","13","2","trafico moderado","150","60","baja","no"
"Rimac_1422","Comas_1261","calle","3","12","3","trafico alto","100","40","media","si"
"Comas_696","Rimac_690","calle","2","9","2","trafico moderado","500","40","alta","si"
"San Isidro_744","Miraflores_111","calle","1","2","2","trafico moderado","40","40","baja","si"
"Chorrillos_18","Villa El Salvador_299","autopista","12","38","2","trafico moderado","500","80","alta","no"
"La Molina_234","Surco_16","calle","2","9","3","trafico alto","60","40","media","si"
"San Isidro_865","Miraflores_75","autopista","13","39","2","trafico moderado","60","100","media","no"
"La Molina_1467","Surco_776","avenida","4","9","2","trafico moderado","250","50","baja","si"
"San Juan de Lurigancho_473","Ate_804","avenida","10","46","2","trafico moderado","100","60","baja","si"
"Chorrillos_795","Villa El Salvador_1489","calle","2","9","3","trafico alto","60","40","alta","no"
"Callao_469","Los Olivos_885","calle","3","12","2","trafico moderado","100","40","baja","no"
"San Miguel_1264","Callao_779","calle","1","5","2","trafico moderado","40","40","alta","no"
"La Molina_409","San Borja_1394","autopista","11","37","2","trafico moderado","150","100","media","si"
"San Isidro_650","San Borja_941","calle","4","14","2","trafico moderado","500","30","baja","no"
"Los Olivos_1168","Comas_227","avenida","7","18","2","trafico moderado","60","60","alta","no"
"Villa El Salvador_465","Surco_913","autopista","8","34","2","trafico moderado","60","80","alta","si"
"Surco_1331","San Borja_338","avenida","10","30","2","trafico moderado","150","60","media","si"
"Miraflores_170","San Isidro_909","avenida","8","30","1","trafico libre","250","50","alta","si"
"Callao_618","Los Olivos_1125","calle","4","13","3","trafico alto","40","40","baja","no"
"San Miguel_519","Callao_985","autopista","15","73","1","trafico libre","500","100","media","no"
"San Miguel_1390","Callao_1042","avenida","3","9","1","trafico libre","500","50","media","si"
"Rimac_191","Comas_315","calle","5","12","3","trafico alto","500","30","media","si"
"Rimac_240","San Isidro_865","calle","3","6","4","trafico extremo","60","30","alta","si"
"San Juan de Lurigancho_1456","Ate_888","calle","5","10","2","trafico moderado","40","30","baja","no"
"Chorrillos_1495","Barranco_279","autopista","15","39","1","trafico libre","150","100","baja","si"
"Comas_457","Rimac_1326","autopista","10","24","1","trafico libre","150","100","media","si"
"Chorrillos_645","Villa El Salvador_139","calle","5","13","4","trafico extremo","500","40","media","no"
"Villa El Salvador_607","Chorrillos_1459","avenida","6","14","3","trafico alto","250","50","alta","si"
"Villa El Salvador_749","Surco_1230","avenida","4","17","3","trafico alto","100","50","baja","no"
"San Miguel_1405","Callao_1450","autopista","15","64","2","trafico moderado","100","100","media","no"
"Los Olivos_773","Comas_1203","avenida","9","18","3","trafico alto","100","60","baja","si"
"Comas_1480","Los Olivos_219","autopista","8","32","2","trafico moderado","100","80","media","no"
"San Isidro_429","Miraflores_901","calle","3","15","4","trafico extremo","250","30","baja","no"
"Villa El Salvador_639","Surco_133","avenida","5","24","2","trafico moderado","40","50","baja","si"
"San Miguel_1431","San Isidro_336","avenida","6","23","3","trafico alto","150","50","alta","no"
"San Borja_258","Surco_1183","autopista","8","33","2","trafico moderado","100","80","alta","si"
"San Juan de Lurigancho_511","Rimac_934","calle","5","25","2","trafico moderado","250","40","alta","si"
"San Isidro_287","Miraflores_1210","avenida","3","8","1","trafico libre","500","50","media","si"
"Villa El Salvador_1284","Chorrillos_571","autopista","9","36","1","trafico libre","500","80","baja","no"
"La Molina_1312","Ate_344","calle","1","4","3","trafico alto","40","30","baja","no"
"Miraflores_319","Barranco_327","calle","1","2","3","trafico alto","60","30","baja","no"
"Los Olivos_584","Comas_1048","calle","3","6","4","trafico extremo","250","40","media","no"
"San Juan de Lurigancho_385","Ate_244","avenida","9","26","1","trafico libre","100","60","alta","si"
"Ate_741","San Juan de Lurigancho_1245","autopista","12","60","2","trafico moderado","60","80","alta","si"
"La Molina_1345","Surco_712","avenida","10","28","2","trafico moderado","40","60","media","no"
"San Miguel_1086","Callao_366","autopista","9","45","2","trafico moderado","40","100","alta","no"
"San Miguel_1037","San Isidro_1009","calle","3","10","3","trafico alto","250","30","media","no"
"Miraflores_98","Surco_947","autopista","13","28","2","trafico moderado","60","100","media","si"
"Rimac_1213","Comas_377","calle","3","10","2","trafico moderado","250","40","alta","no"
"Chorrillos_704","Barranco_678","calle","3","15","4","trafico extremo","500","40","media","no"
"Callao_31","Los Olivos_210","avenida","4","17","1","trafico libre","100","50","media","si"
"Barranco_655","Miraflores_893","calle","5","12","2","trafico moderado","500","40","media","no"
"San Miguel_1481","Callao_1371","avenida","5","16","2","trafico moderado","100","60","media","no"
"San Juan de Lurigancho_33","Ate_1005","autopista","15","40","2","trafico moderado","250","80","media","no"
"San Borja_1440","La Molina_154","avenida","8","35","2","trafico moderado","250","60","baja","no"
"Rimac_1234","Comas_1127","autopista","13","48","1","trafico libre","250","100","alta","no"
"San Miguel_586","Callao_208","avenida","5","14","1","trafico libre","500","50","alta","no"
"La Molina_742","San Borja_1274","avenida","9","29","2","trafico moderado","60","60","alta","no"
"Los Olivos_584","Callao_1343","autopista","9","33","1","trafico libre","150","100","media","no"
"Villa El Salvador_387","Surco_1135","calle","4","19","3","trafico alto","60","30","baja","si"
"Comas_490","Los Olivos_962","calle","4","9","2","trafico moderado","100","30","alta","no"
"San Isidro_340","San Borja_941","calle","4","17","2","trafico moderado","100","40","alta","no"
"San Isidro_759","Rimac_1349","calle","2","7","3","trafico alto","150","40","alta","si"
"La Molina_427","Ate_600","calle","2","5","3","trafico alto","60","40","media","si"
"San Juan de Lurigancho_1426","Ate_600","autopista","11","27","1","trafico libre","60","80","media","no"
"Chorrillos_500","Villa El Salvador_1117","calle","5","13","4","trafico extremo","150","30","alta","no"
"La Molina_915","Surco_1175","avenida","9","44","2","trafico moderado","150","60","baja","no"
"Barranco_945","Chorrillos_158","autopista","15","69","2","trafico moderado","500","80","baja","si"
"San Isidro_164","Rimac_307","calle","2","4","4","trafico extremo","250","40","baja","si"
"Villa El Salvador_293","Surco_734","calle","4","17","4","trafico extremo","500","30","alta","si"
"La Molina_2","San Borja_1478","avenida","8","40","1","trafico libre","500","60","baja","no"
"Miraflores_818","San Isidro_231","calle","1","5","2","trafico moderado","100","40","alta","no"
"La Molina_202","Ate_992","avenida","10","34","1","trafico libre","150","50","media","no"
