"id_interseccion","nombre","distrito","zona","latitud","longitud","tipo_interseccion","semaforo"
"316","Villa El Salvador_316","Villa El Salvador","Lima Sur","-12.063736","-77.088079","interseccion principal","no"
"317","San Miguel_317","San Miguel","Lima Oeste","-11.997954","-77.184973","interseccion principal","si"
"318","San Juan de Lurigancho_318","San Juan de Lurigancho","Lima Este","-12.031905","-76.941636","rotonda","si"
"319","Rimac_319","Rimac","Lima Centro","-12.221132","-77.096657","rotonda","si"
"320","Comas_320","Comas","Lima Norte","-12.151965","-77.047716","rotonda","no"
"321","Villa El Salvador_321","Villa El Salvador","Lima Sur","-11.966779","-77.141175","rotonda","no"
"322","Villa El Salvador_322","Villa El Salvador","Lima Sur","-12.249916","-76.997764","interseccion principal","no"
"323","Surco_323","Surco","Lima Sur","-12.070358","-76.945716","interseccion principal","si"
"324","Comas_324","Comas","Lima Norte","-12.141104","-76.8659","rotonda","no"
"325","San Miguel_325","San Miguel","Lima Oeste","-12.116911","-76.973547","interseccion principal","si"
"326","Rimac_326","Rimac","Lima Centro","-12.141576","-77.041737","rotonda","no"
"327","Miraflores_327","Miraflores","Lima Sur","-11.938123","-77.071701","rotonda","si"
"328","San Juan de Lurigancho_328","San Juan de Lurigancho","Lima Este","-12.147742","-77.096842","interseccion principal","si"
"329","Chorrillos_329","Chorrillos","Lima Sur","-11.967852","-77.109515","interseccion principal","si"
"330","San Miguel_330","San Miguel","Lima Oeste","-12.050866","-76.939887","interseccion principal","no"
"331","Callao_331","Callao","Lima Oeste","-12.160156","-77.166184","rotonda","si"
"332","Comas_332","Comas","Lima Norte","-11.944334","-77.116627","rotonda","si"
"333","San Borja_333","San Borja","Lima Centro","-11.852807","-77.035351","rotonda","no"
"334","Ate_334","Ate","Lima Este","-12.035561","-77.087192","interseccion principal","si"
"335","San Miguel_335","San Miguel","Lima Oeste","-12.004627","-76.91541","interseccion principal","si"
"336","Comas_336","Comas","Lima Norte","-11.902627","-77.029699","cruce","si"
"337","San Juan de Lurigancho_337","San Juan de Lurigancho","Lima Este","-12.16446","-76.858703","rotonda","si"
"338","San Isidro_338","San Isidro","Lima Centro","-12.063914","-77.062123","rotonda","no"
"339","Villa El Salvador_339","Villa El Salvador","Lima Sur","-11.99396","-76.967421","interseccion principal","no"
"340","Rimac_340","Rimac","Lima Centro","-12.046983","-76.993681","interseccion principal","no"
"341","Chorrillos_341","Chorrillos","Lima Sur","-11.897454","-77.076772","rotonda","no"
"342","Los Olivos_342","Los Olivos","Lima Norte","-11.938794","-76.995804","interseccion principal","no"
"343","La Molina_343","La Molina","Lima Este","-12.241552","-77.087387","interseccion principal","si"
"344","Surco_344","Surco","Lima Sur","-11.974599","-76.97513","rotonda","si"
"345","Callao_345","Callao","Lima Oeste","-12.069208","-77.065898","interseccion principal","no"
"346","Surco_346","Surco","Lima Sur","-11.972262","-76.864203","interseccion principal","no"
"347","Rimac_347","Rimac","Lima Centro","-11.895971","-77.094334","cruce","si"
"348","Los Olivos_348","Los Olivos","Lima Norte","-12.18926","-76.870048","cruce","si"
"349","Villa El Salvador_349","Villa El Salvador","Lima Sur","-11.895005","-76.92083","interseccion principal","si"
"350","Villa El Salvador_350","Villa El Salvador","Lima Sur","-12.045339","-76.904575","interseccion principal","si"
"351","Chorrillos_351","Chorrillos","Lima Sur","-12.096731","-77.161284","cruce","no"
"352","Chorrillos_352","Chorrillos","Lima Sur","-11.865899","-77.01729","interseccion principal","no"
"353","Ate_353","Ate","Lima Este","-11.985246","-77.083587","rotonda","si"
"354","San Borja_354","San Borja","Lima Centro","-12.196036","-76.854999","interseccion principal","si"
"355","Callao_355","Callao","Lima Oeste","-12.015436","-77.067032","interseccion principal","si"
"356","Callao_356","Callao","Lima Oeste","-12.118515","-77.14773","cruce","si"
"357","Ate_357","Ate","Lima Este","-12.182984","-76.922886","interseccion principal","no"
"358","La Molina_358","La Molina","Lima Este","-12.129578","-77.051388","rotonda","no"
"359","Surco_359","Surco","Lima Sur","-11.946149","-77.092956","cruce","no"
"360","Chorrillos_360","Chorrillos","Lima Sur","-12.13953","-76.875155","rotonda","no"
"361","Chorrillos_361","Chorrillos","Lima Sur","-12.074402","-77.019981","rotonda","si"
"362","Rimac_362","Rimac","Lima Centro","-12.114726","-77.140088","interseccion principal","si"
"363","Chorrillos_363","Chorrillos","Lima Sur","-12.215219","-77.096554","interseccion principal","si"
"364","Callao_364","Callao","Lima Oeste","-12.027242","-77.015101","rotonda","si"
"365","Rimac_365","Rimac","Lima Centro","-12.196721","-77.033085","cruce","no"
"366","Chorrillos_366","Chorrillos","Lima Sur","-12.21315","-77.119531","cruce","si"
"367","Los Olivos_367","Los Olivos","Lima Norte","-12.129918","-76.867724","interseccion principal","no"
"368","Rimac_368","Rimac","Lima Centro","-12.024434","-77.026039","interseccion principal","no"
"369","Villa El Salvador_369","Villa El Salvador","Lima Sur","-12.130708","-77.135517","interseccion principal","si"
"370","Barranco_370","Barranco","Lima Sur","-11.856606","-76.903199","cruce","si"
"371","Los Olivos_371","Los Olivos","Lima Norte","-12.047185","-76.875024","cruce","si"
"372","Rimac_372","Rimac","Lima Centro","-12.165434","-77.147205","interseccion principal","si"
"373","Rimac_373","Rimac","Lima Centro","-12.055854","-76.866743","rotonda","no"
"374","Rimac_374","Rimac","Lima Centro","-11.917391","-76.890899","rotonda","no"
"375","Barranco_375","Barranco","Lima Sur","-11.982357","-77.113897","rotonda","no"
"376","San Borja_376","San Borja","Lima Centro","-11.980109","-76.868913","rotonda","si"
"377","Ate_377","Ate","Lima Este","-11.962957","-77.119648","interseccion principal","si"
"378","Callao_378","Callao","Lima Oeste","-12.029065","-76.917512","rotonda","no"
"379","Barranco_379","Barranco","Lima Sur","-11.938433","-77.038848","cruce","si"
"380","Callao_380","Callao","Lima Oeste","-12.126038","-76.985729","cruce","si"
"381","San Juan de Lurigancho_381","San Juan de Lurigancho","Lima Este","-12.201122","-76.882643","interseccion principal","si"
"382","San Juan de Lurigancho_382","San Juan de Lurigancho","Lima Este","-12.020732","-77.089654","rotonda","no"
"383","Comas_383","Comas","Lima Norte","-12.200977","-77.182929","interseccion principal","no"
"384","Miraflores_384","Miraflores","Lima Sur","-12.109323","-76.919009","cruce","no"
"385","Rimac_385","Rimac","Lima Centro","-12.026287","-77.100627","cruce","no"
"386","Surco_386","Surco","Lima Sur","-11.872375","-77.198199","rotonda","no"
"387","Comas_387","Comas","Lima Norte","-11.898827","-77.18836","cruce","si"
"388","Comas_388","Comas","Lima Norte","-12.000256","-77.143921","cruce","no"
"389","Los Olivos_389","Los Olivos","Lima Norte","-11.875158","-76.945161","interseccion principal","no"
"390","San Borja_390","San Borja","Lima Centro","-12.021647","-76.961069","cruce","no"
"391","Callao_391","Callao","Lima Oeste","-11.881398","-76.935315","rotonda","si"
"392","Miraflores_392","Miraflores","Lima Sur","-12.200637","-77.119823","cruce","no"
"393","Callao_393","Callao","Lima Oeste","-12.155935","-77.198885","interseccion principal","no"
"394","San Miguel_394","San Miguel","Lima Oeste","-11.85468","-77.088568","interseccion principal","no"
"395","Comas_395","Comas","Lima Norte","-11.915356","-77.184234","cruce","no"
"396","Surco_396","Surco","Lima Sur","-12.167861","-76.974073","interseccion principal","si"
"397","San Isidro_397","San Isidro","Lima Centro","-11.85826","-76.935469","interseccion principal","si"
"398","Miraflores_398","Miraflores","Lima Sur","-11.990763","-76.940961","cruce","no"
"399","Miraflores_399","Miraflores","Lima Sur","-12.067091","-77.129989","cruce","si"
"400","Chorrillos_400","Chorrillos","Lima Sur","-12.204064","-76.971549","interseccion principal","si"
"401","Miraflores_401","Miraflores","Lima Sur","-11.899402","-77.099482","interseccion principal","no"
"402","Rimac_402","Rimac","Lima Centro","-11.968943","-77.035603","rotonda","si"
"403","Surco_403","Surco","Lima Sur","-11.981217","-76.970396","cruce","no"
"404","Comas_404","Comas","Lima Norte","-11.964855","-77.191675","cruce","si"
"405","Comas_405","Comas","Lima Norte","-12.132134","-77.058399","cruce","no"
"406","Barranco_406","Barranco","Lima Sur","-12.171231","-77.017748","rotonda","si"
"407","Chorrillos_407","Chorrillos","Lima Sur","-11.922816","-76.989679","interseccion principal","no"
"408","Ate_408","Ate","Lima Este","-11.884936","-77.159633","interseccion principal","no"
"409","Surco_409","Surco","Lima Sur","-11.943454","-77.023074","cruce","si"
"410","Miraflores_410","Miraflores","Lima Sur","-12.073321","-76.865044","rotonda","si"
"411","Miraflores_411","Miraflores","Lima Sur","-12.209689","-76.854614","rotonda","si"
"412","Callao_412","Callao","Lima Oeste","-12.1415","-76.851936","interseccion principal","si"
"413","San Borja_413","San Borja","Lima Centro","-12.007372","-77.026352","cruce","no"
"414","San Isidro_414","San Isidro","Lima Centro","-12.097529","-77.172047","cruce","no"
"415","Surco_415","Surco","Lima Sur","-12.128108","-77.177158","cruce","no"
"416","Los Olivos_416","Los Olivos","Lima Norte","-11.919177","-77.175173","cruce","si"
"417","San Miguel_417","San Miguel","Lima Oeste","-12.107832","-76.998195","rotonda","si"
"418","La Molina_418","La Molina","Lima Este","-11.995356","-77.018488","cruce","no"
"419","Miraflores_419","Miraflores","Lima Sur","-12.123178","-76.893372","cruce","no"
"420","La Molina_420","La Molina","Lima Este","-12.119675","-77.087258","rotonda","si"
"421","San Miguel_421","San Miguel","Lima Oeste","-12.174456","-77.105574","cruce","si"
"422","Surco_422","Surco","Lima Sur","-12.00319","-77.095875","rotonda","si"
"423","Surco_423","Surco","Lima Sur","-11.961871","-76.925009","cruce","no"
"424","Chorrillos_424","Chorrillos","Lima Sur","-12.211647","-77.062256","rotonda","si"
"425","Los Olivos_425","Los Olivos","Lima Norte","-12.207501","-77.113014","rotonda","si"
"426","San Miguel_426","San Miguel","Lima Oeste","-12.088352","-77.069791","cruce","si"
"427","San Miguel_427","San Miguel","Lima Oeste","-12.007953","-76.863111","rotonda","no"
"428","Barranco_428","Barranco","Lima Sur","-12.012158","-77.123097","rotonda","no"
"429","Chorrillos_429","Chorrillos","Lima Sur","-11.956626","-76.917387","cruce","si"
"430","San Miguel_430","San Miguel","Lima Oeste","-11.881702","-77.186836","rotonda","si"
"431","Rimac_431","Rimac","Lima Centro","-12.047272","-77.149651","interseccion principal","no"
"432","San Miguel_432","San Miguel","Lima Oeste","-11.978737","-77.182184","cruce","no"
"433","Callao_433","Callao","Lima Oeste","-12.241","-76.943248","interseccion principal","no"
"434","La Molina_434","La Molina","Lima Este","-11.980543","-77.062816","cruce","no"
"435","La Molina_435","La Molina","Lima Este","-12.021938","-76.923719","cruce","no"
"436","Callao_436","Callao","Lima Oeste","-11.927265","-76.886529","interseccion principal","si"
"437","Surco_437","Surco","Lima Sur","-11.988377","-77.054402","interseccion principal","no"
"438","Ate_438","Ate","Lima Este","-11.941008","-76.876251","rotonda","si"
"439","Comas_439","Comas","Lima Norte","-12.197795","-76.87189","rotonda","si"
"440","La Molina_440","La Molina","Lima Este","-12.210955","-76.914208","rotonda","si"
"441","San Juan de Lurigancho_441","San Juan de Lurigancho","Lima Este","-12.116261","-77.035241","cruce","no"
"442","Los Olivos_442","Los Olivos","Lima Norte","-11.997241","-76.894589","interseccion principal","si"
"443","Rimac_443","Rimac","Lima Centro","-11.923723","-77.108991","interseccion principal","no"
"444","Surco_444","Surco","Lima Sur","-12.191334","-77.114418","cruce","no"
"445","Barranco_445","Barranco","Lima Sur","-12.108003","-76.976008","rotonda","si"
"446","La Molina_446","La Molina","Lima Este","-12.122874","-77.19458","rotonda","si"
"447","San Borja_447","San Borja","Lima Centro","-12.058523","-76.981006","rotonda","si"
"448","Los Olivos_448","Los Olivos","Lima Norte","-12.138574","-76.99185","rotonda","si"
"449","Ate_449","Ate","Lima Este","-12.097507","-77.193795","cruce","no"
"450","Los Olivos_450","Los Olivos","Lima Norte","-12.209184","-77.018174","cruce","si"
"451","San Juan de Lurigancho_451","San Juan de Lurigancho","Lima Este","-12.223266","-76.85179","rotonda","no"
"452","Miraflores_452","Miraflores","Lima Sur","-12.003174","-76.951701","rotonda","si"
"453","Barranco_453","Barranco","Lima Sur","-11.897278","-77.125634","cruce","si"
"454","San Miguel_454","San Miguel","Lima Oeste","-11.97986","-77.104046","cruce","no"
"455","Ate_455","Ate","Lima Este","-12.198756","-77.178046","cruce","si"
"456","San Borja_456","San Borja","Lima Centro","-12.180907","-77.035405","rotonda","si"
"457","La Molina_457","La Molina","Lima Este","-12.067517","-77.15856","cruce","no"
"458","Surco_458","Surco","Lima Sur","-11.915024","-76.917541","cruce","no"
"459","Villa El Salvador_459","Villa El Salvador","Lima Sur","-12.099566","-76.950143","cruce","no"
"460","Rimac_460","Rimac","Lima Centro","-12.171731","-76.905543","cruce","si"
"461","Comas_461","Comas","Lima Norte","-12.163406","-77.027339","interseccion principal","no"
"462","Villa El Salvador_462","Villa El Salvador","Lima Sur","-12.128323","-77.011056","rotonda","si"
"463","San Juan de Lurigancho_463","San Juan de Lurigancho","Lima Este","-12.123282","-77.068672","rotonda","no"
"464","Callao_464","Callao","Lima Oeste","-12.104498","-77.128113","rotonda","no"
"465","Villa El Salvador_465","Villa El Salvador","Lima Sur","-12.195357","-76.984732","cruce","no"
"466","Miraflores_466","Miraflores","Lima Sur","-12.003395","-77.16577","interseccion principal","no"
"467","Villa El Salvador_467","Villa El Salvador","Lima Sur","-12.211387","-77.15722","interseccion principal","no"
"468","Surco_468","Surco","Lima Sur","-11.954973","-76.956432","cruce","no"
"469","Comas_469","Comas","Lima Norte","-11.983117","-76.914246","cruce","si"
"470","La Molina_470","La Molina","Lima Este","-12.058616","-76.913993","interseccion principal","si"
"471","Barranco_471","Barranco","Lima Sur","-12.096346","-76.995578","interseccion principal","no"
"472","Surco_472","Surco","Lima Sur","-11.927778","-77.074396","rotonda","no"
"473","La Molina_473","La Molina","Lima Este","-11.887274","-76.865012","cruce","si"
"474","Comas_474","Comas","Lima Norte","-12.094002","-76.874092","interseccion principal","no"
"475","Callao_475","Callao","Lima Oeste","-12.184335","-76.978732","interseccion principal","no"
"476","Surco_476","Surco","Lima Sur","-11.974782","-76.974055","rotonda","si"
"477","Los Olivos_477","Los Olivos","Lima Norte","-11.985729","-77.105102","rotonda","si"
"478","Comas_478","Comas","Lima Norte","-11.856642","-77.124141","cruce","no"
"479","La Molina_479","La Molina","Lima Este","-12.225047","-77.076467","interseccion principal","si"
"480","San Borja_480","San Borja","Lima Centro","-12.090307","-77.084829","rotonda","no"
"481","Los Olivos_481","Los Olivos","Lima Norte","-12.099345","-77.09793","rotonda","no"
"482","Surco_482","Surco","Lima Sur","-11.932741","-77.015138","cruce","si"
"483","Los Olivos_483","Los Olivos","Lima Norte","-12.019938","-77.024618","interseccion principal","si"
"484","Callao_484","Callao","Lima Oeste","-11.917441","-76.921886","cruce","si"
"485","San Miguel_485","San Miguel","Lima Oeste","-11.995638","-77.006068","cruce","no"
"486","Rimac_486","Rimac","Lima Centro","-11.879817","-76.978061","rotonda","no"
"487","Los Olivos_487","Los Olivos","Lima Norte","-12.012444","-77.014005","cruce","si"
"488","San Borja_488","San Borja","Lima Centro","-11.869105","-76.929245","interseccion principal","no"
"489","San Miguel_489","San Miguel","Lima Oeste","-11.877242","-77.164475","interseccion principal","si"
"490","San Juan de Lurigancho_490","San Juan de Lurigancho","Lima Este","-11.962093","-77.080654","interseccion principal","si"
"491","Villa El Salvador_491","Villa El Salvador","Lima Sur","-11.859657","-77.014939","cruce","si"
"492","Villa El Salvador_492","Villa El Salvador","Lima Sur","-11.894621","-76.959791","cruce","no"
"493","Comas_493","Comas","Lima Norte","-12.097039","-76.909046","rotonda","si"
"494","La Molina_494","La Molina","Lima Este","-12.204177","-77.119733","interseccion principal","si"
"495","Ate_495","Ate","Lima Este","-12.1347","-77.17498","interseccion principal","si"
"496","Callao_496","Callao","Lima Oeste","-11.884049","-77.164201","interseccion principal","no"
"497","Callao_497","Callao","Lima Oeste","-12.145293","-76.885517","interseccion principal","no"
"498","San Borja_498","San Borja","Lima Centro","-12.096683","-76.929193","cruce","si"
"499","Barranco_499","Barranco","Lima Sur","-11.964485","-76.895291","rotonda","si"
"500","Rimac_500","Rimac","Lima Centro","-11.979354","-77.058064","rotonda","si"
"501","Ate_501","Ate","Lima Este","-11.877827","-77.093823","interseccion principal","no"
"502","San Miguel_502","San Miguel","Lima Oeste","-12.116146","-76.870944","cruce","no"
"503","Surco_503","Surco","Lima Sur","-11.899729","-76.956864","interseccion principal","si"
"504","San Miguel_504","San Miguel","Lima Oeste","-12.00281","-77.026929","cruce","si"
"505","Rimac_505","Rimac","Lima Centro","-12.214543","-77.067164","interseccion principal","no"
"506","San Isidro_506","San Isidro","Lima Centro","-12.083612","-77.073057","rotonda","si"
"507","San Miguel_507","San Miguel","Lima Oeste","-11.853706","-76.979132","cruce","no"
"508","San Miguel_508","San Miguel","Lima Oeste","-11.889708","-77.031973","cruce","si"
"509","San Borja_509","San Borja","Lima Centro","-12.200019","-77.128618","cruce","si"
"510","Villa El Salvador_510","Villa El Salvador","Lima Sur","-12.026605","-77.176854","cruce","no"
"511","Rimac_511","Rimac","Lima Centro","-11.85049","-76.967047","rotonda","si"
"512","Los Olivos_512","Los Olivos","Lima Norte","-12.101309","-76.904088","interseccion principal","si"
"513","Los Olivos_513","Los Olivos","Lima Norte","-12.006849","-77.133934","rotonda","si"
"514","San Isidro_514","San Isidro","Lima Centro","-12.034489","-76.925124","interseccion principal","no"
"515","Surco_515","Surco","Lima Sur","-11.896284","-77.003155","cruce","si"
"516","Rimac_516","Rimac","Lima Centro","-11.900037","-77.191053","cruce","si"
"517","Chorrillos_517","Chorrillos","Lima Sur","-12.222726","-76.957225","interseccion principal","si"
"518","Chorrillos_518","Chorrillos","Lima Sur","-11.92707","-76.914174","cruce","no"
"519","Los Olivos_519","Los Olivos","Lima Norte","-12.194436","-77.004781","cruce","si"
"520","Miraflores_520","Miraflores","Lima Sur","-12.165862","-76.92461","interseccion principal","no"
"521","Rimac_521","Rimac","Lima Centro","-12.008986","-77.089316","interseccion principal","si"
"522","Los Olivos_522","Los Olivos","Lima Norte","-11.895075","-76.868139","interseccion principal","si"
"523","Surco_523","Surco","Lima Sur","-12.117251","-76.894184","interseccion principal","si"
"524","La Molina_524","La Molina","Lima Este","-11.938035","-76.887412","rotonda","si"
"525","Comas_525","Comas","Lima Norte","-11.986516","-76.95448","rotonda","si"
"526","Miraflores_526","Miraflores","Lima Sur","-12.093223","-77.035175","rotonda","si"
"527","San Miguel_527","San Miguel","Lima Oeste","-11.850672","-76.925331","interseccion principal","no"
"528","Miraflores_528","Miraflores","Lima Sur","-12.248811","-77.122647","cruce","no"
"529","Los Olivos_529","Los Olivos","Lima Norte","-12.152651","-77.085752","interseccion principal","no"
"530","San Borja_530","San Borja","Lima Centro","-11.926113","-76.868157","interseccion principal","si"
"531","San Borja_531","San Borja","Lima Centro","-12.099886","-77.093864","rotonda","si"
"532","Comas_532","Comas","Lima Norte","-12.221552","-77.080924","rotonda","no"
"533","Ate_533","Ate","Lima Este","-12.220163","-77.09431","cruce","no"
"534","Barranco_534","Barranco","Lima Sur","-12.095901","-77.121731","rotonda","si"
"535","San Borja_535","San Borja","Lima Centro","-11.933888","-76.979295","interseccion principal","no"
"536","San Isidro_536","San Isidro","Lima Centro","-12.199498","-77.16518","interseccion principal","si"
"537","San Isidro_537","San Isidro","Lima Centro","-12.20987","-77.082447","rotonda","si"
"538","Villa El Salvador_538","Villa El Salvador","Lima Sur","-11.973297","-76.975743","cruce","no"
"539","Los Olivos_539","Los Olivos","Lima Norte","-12.051309","-76.898021","interseccion principal","no"
"540","Surco_540","Surco","Lima Sur","-11.935711","-77.031575","interseccion principal","si"
"541","San Miguel_541","San Miguel","Lima Oeste","-12.220025","-76.982148","interseccion principal","si"
"542","San Borja_542","San Borja","Lima Centro","-12.186145","-77.126314","interseccion principal","si"
"543","San Juan de Lurigancho_543","San Juan de Lurigancho","Lima Este","-11.984552","-77.085991","cruce","no"
"544","San Juan de Lurigancho_544","San Juan de Lurigancho","Lima Este","-12.177781","-76.965796","rotonda","si"
"545","La Molina_545","La Molina","Lima Este","-12.202261","-76.949355","interseccion principal","si"
"546","Villa El Salvador_546","Villa El Salvador","Lima Sur","-12.030583","-77.16462","rotonda","no"
"547","Comas_547","Comas","Lima Norte","-11.922863","-77.054315","rotonda","si"
"548","Callao_548","Callao","Lima Oeste","-12.13911","-77.022798","cruce","si"
"549","San Borja_549","San Borja","Lima Centro","-12.098099","-76.852408","interseccion principal","no"
"550","Callao_550","Callao","Lima Oeste","-11.860472","-77.019867","cruce","no"
"551","La Molina_551","La Molina","Lima Este","-12.175002","-76.946073","cruce","si"
"552","Comas_552","Comas","Lima Norte","-11.984976","-76.907478","interseccion principal","no"
"553","San Isidro_553","San Isidro","Lima Centro","-12.049553","-77.092599","rotonda","no"
"554","Rimac_554","Rimac","Lima Centro","-11.894455","-76.963222","cruce","si"
"555","Villa El Salvador_555","Villa El Salvador","Lima Sur","-12.169462","-76.917363","interseccion principal","si"
"556","Rimac_556","Rimac","Lima Centro","-12.148591","-77.052357","interseccion principal","si"
"557","Chorrillos_557","Chorrillos","Lima Sur","-12.197858","-77.177753","cruce","no"
"558","San Juan de Lurigancho_558","San Juan de Lurigancho","Lima Este","-11.932594","-77.10075","rotonda","si"
"559","Comas_559","Comas","Lima Norte","-11.991545","-76.92904","rotonda","si"
"560","Surco_560","Surco","Lima Sur","-12.00739","-76.948393","cruce","si"
"561","Ate_561","Ate","Lima Este","-12.22428","-77.120792","interseccion principal","no"
"562","Callao_562","Callao","Lima Oeste","-11.944657","-77.126674","rotonda","no"
"563","Comas_563","Comas","Lima Norte","-12.179633","-77.197383","cruce","no"
"564","Comas_564","Comas","Lima Norte","-11.994869","-76.912849","interseccion principal","no"
"565","Callao_565","Callao","Lima Oeste","-12.066572","-77.074936","rotonda","si"
"566","San Miguel_566","San Miguel","Lima Oeste","-12.198339","-77.05691","cruce","no"
"567","Rimac_567","Rimac","Lima Centro","-12.19837","-77.065909","rotonda","si"
"568","Miraflores_568","Miraflores","Lima Sur","-11.941067","-76.865503","cruce","si"
"569","Comas_569","Comas","Lima Norte","-12.189023","-76.981265","rotonda","no"
"570","San Isidro_570","San Isidro","Lima Centro","-11.888252","-77.061123","cruce","no"
"571","San Isidro_571","San Isidro","Lima Centro","-12.137091","-77.16536","interseccion principal","si"
"572","Surco_572","Surco","Lima Sur","-12.076085","-77.108583","interseccion principal","si"
"573","Miraflores_573","Miraflores","Lima Sur","-12.080896","-77.030835","interseccion principal","si"
"574","Villa El Salvador_574","Villa El Salvador","Lima Sur","-11.93006","-76.91349","cruce","no"
"575","Los Olivos_575","Los Olivos","Lima Norte","-11.851109","-77.110863","rotonda","si"
"576","San Isidro_576","San Isidro","Lima Centro","-12.02052","-76.974073","cruce","no"
"577","Villa El Salvador_577","Villa El Salvador","Lima Sur","-12.115702","-76.917072","rotonda","si"
"578","San Borja_578","San Borja","Lima Centro","-12.030004","-76.90799","interseccion principal","no"
"579","Los Olivos_579","Los Olivos","Lima Norte","-12.139187","-77.166184","cruce","no"
"580","Los Olivos_580","Los Olivos","Lima Norte","-12.087116","-77.172261","interseccion principal","no"
"581","San Miguel_581","San Miguel","Lima Oeste","-11.910707","-77.168402","cruce","no"
"582","Barranco_582","Barranco","Lima Sur","-11.965961","-77.039693","interseccion principal","no"
"583","Los Olivos_583","Los Olivos","Lima Norte","-12.002349","-77.155972","cruce","si"
"584","Miraflores_584","Miraflores","Lima Sur","-11.903834","-77.025122","cruce","si"
"585","San Borja_585","San Borja","Lima Centro","-11.955467","-77.005625","rotonda","si"
"586","Surco_586","Surco","Lima Sur","-11.873487","-76.864384","interseccion principal","no"
"587","Villa El Salvador_587","Villa El Salvador","Lima Sur","-12.071564","-77.184867","cruce","no"
"588","La Molina_588","La Molina","Lima Este","-12.093899","-77.167315","rotonda","si"
"589","Rimac_589","Rimac","Lima Centro","-11.996951","-76.982168","cruce","no"
"590","Ate_590","Ate","Lima Este","-12.135125","-77.132539","rotonda","no"
"591","Chorrillos_591","Chorrillos","Lima Sur","-11.875773","-76.898764","interseccion principal","no"
"592","Callao_592","Callao","Lima Oeste","-11.889574","-76.913027","rotonda","si"
"593","Chorrillos_593","Chorrillos","Lima Sur","-11.891424","-76.87104","rotonda","si"
"594","Miraflores_594","Miraflores","Lima Sur","-11.87637","-77.131261","cruce","no"
"595","Comas_595","Comas","Lima Norte","-12.089047","-76.92912","interseccion principal","no"
"596","Rimac_596","Rimac","Lima Centro","-11.993093","-76.977364","cruce","si"
"597","Barranco_597","Barranco","Lima Sur","-12.155419","-76.983942","interseccion principal","si"
"598","Los Olivos_598","Los Olivos","Lima Norte","-12.038553","-76.876602","interseccion principal","no"
"599","Los Olivos_599","Los Olivos","Lima Norte","-12.182174","-77.031775","interseccion principal","si"
"600","Rimac_600","Rimac","Lima Centro","-11.997025","-76.916418","interseccion principal","si"
"601","Comas_601","Comas","Lima Norte","-11.953845","-76.871763","interseccion principal","si"
"602","San Juan de Lurigancho_602","San Juan de Lurigancho","Lima Este","-12.111119","-77.020179","rotonda","no"
"603","San Miguel_603","San Miguel","Lima Oeste","-11.970139","-76.892891","cruce","no"
"604","Barranco_604","Barranco","Lima Sur","-11.911219","-76.855195","rotonda","no"
"605","Los Olivos_605","Los Olivos","Lima Norte","-12.002928","-76.899702","cruce","si"
"606","Los Olivos_606","Los Olivos","Lima Norte","-11.935093","-77.13923","cruce","no"
"607","Chorrillos_607","Chorrillos","Lima Sur","-12.07326","-76.929158","cruce","si"
"608","San Juan de Lurigancho_608","San Juan de Lurigancho","Lima Este","-11.886898","-76.944249","interseccion principal","si"
"609","Rimac_609","Rimac","Lima Centro","-11.91754","-76.892947","cruce","no"
"610","Los Olivos_610","Los Olivos","Lima Norte","-11.916401","-77.15303","interseccion principal","si"
"611","Ate_611","Ate","Lima Este","-11.853549","-76.96387","cruce","si"
"612","Miraflores_612","Miraflores","Lima Sur","-11.859207","-76.966178","cruce","si"
"613","San Isidro_613","San Isidro","Lima Centro","-12.160329","-76.856278","interseccion principal","no"
"614","Los Olivos_614","Los Olivos","Lima Norte","-12.069624","-77.044657","rotonda","si"
"615","San Juan de Lurigancho_615","San Juan de Lurigancho","Lima Este","-12.010162","-77.135632","cruce","no"
"616","San Isidro_616","San Isidro","Lima Centro","-12.0714","-77.186894","cruce","no"
"617","Barranco_617","Barranco","Lima Sur","-11.865681","-77.039389","cruce","no"
"618","Rimac_618","Rimac","Lima Centro","-12.118246","-76.946772","interseccion principal","no"
"619","Ate_619","Ate","Lima Este","-11.961872","-76.997446","interseccion principal","si"
"620","Ate_620","Ate","Lima Este","-11.988478","-77.003632","interseccion principal","no"
"621","Callao_621","Callao","Lima Oeste","-12.002651","-76.926728","interseccion principal","no"
"622","Ate_622","Ate","Lima Este","-12.183361","-77.076752","cruce","no"
"623","San Juan de Lurigancho_623","San Juan de Lurigancho","Lima Este","-11.945871","-76.925222","rotonda","no"
"624","Barranco_624","Barranco","Lima Sur","-11.936908","-77.010443","cruce","no"
"625","Surco_625","Surco","Lima Sur","-12.185034","-76.913833","interseccion principal","si"
"626","San Isidro_626","San Isidro","Lima Centro","-11.909323","-76.897978","rotonda","no"
"627","Ate_627","Ate","Lima Este","-12.10722","-77.169193","interseccion principal","si"
"628","Miraflores_628","Miraflores","Lima Sur","-11.986924","-76.872017","rotonda","si"
"629","Los Olivos_629","Los Olivos","Lima Norte","-11.864813","-76.947909","rotonda","si"
"630","Barranco_630","Barranco","Lima Sur","-12.160689","-77.140628","rotonda","no"
"631","Villa El Salvador_631","Villa El Salvador","Lima Sur","-12.161739","-76.881815","rotonda","no"
"632","Ate_632","Ate","Lima Este","-12.115841","-77.128955","rotonda","no"
