"origen","destino","tipo_via","distancia_km","tiempo_min","nivel_trafico","trafico","capacidad","velocidad_max","prioridad_via","bidireccional"
"Miraflores_893","Barranco_1260","autopista","12","49","2","trafico moderado","250","100","media","si"
"San Borja_1441","San Isidro_1217","avenida","4","18","2","trafico moderado","500","50","media","si"
"San Isidro_819","San Borja_1433","autopista","9","21","2","trafico moderado","150","100","baja","si"
"Comas_787","Los Olivos_61","autopista","9","39","2","trafico moderado","60","100","baja","no"
"La Molina_434","Ate_1492","autopista","12","38","2","trafico moderado","500","100","baja","no"
"San Borja_413","San Isidro_1300","autopista","13","28","1","trafico libre","150","100","alta","no"
"Rimac_722","San Isidro_967","autopista","9","41","1","trafico libre","500","80","alta","si"
"Surco_523","Barranco_1126","autopista","11","41","1","trafico libre","250","100","media","si"
"Callao_189","Los Olivos_751","avenida","3","15","2","trafico moderado","250","50","baja","no"
"Ate_1147","San Juan de Lurigancho_252","autopista","12","52","1","trafico libre","40","80","media","no"
"Rimac_326","Comas_1384","avenida","4","8","1","trafico libre","100","50","media","no"
"Callao_286","Los Olivos_922","calle","3","15","2","trafico moderado","60","40","alta","si"
"San Isidro_810","Rimac_1443","avenida","6","27","1","trafico libre","60","50","media","si"
"San Isidro_576","Rimac_1212","calle","2","5","2","trafico moderado","250","40","baja","si"
"Comas_595","Rimac_203","avenida","3","8","2","trafico moderado","100","50","alta","si"
"Ate_106","La Molina_524","avenida","6","14","1","trafico libre","500","50","baja","no"
"Ate_1056","La Molina_824","avenida","7","33","1","trafico libre","250","50","media","no"
"Villa El Salvador_1094","Chorrillos_782","avenida","8","28","2","trafico moderado","100","50","alta","si"
"Chorrillos_517","Villa El Salvador_369","avenida","6","12","2","trafico moderado","250","50","alta","si"
"Surco_50","La Molina_1098","autopista","10","28","1","trafico libre","500","100","alta","no"
"Comas_840","Rimac_1212","avenida","7","34","3","trafico alto","40","50","baja","si"
"Chorrillos_669","Villa El Salvador_161","calle","2","7","4","trafico extremo","150","30","baja","no"
"San Isidro_768","Miraflores_1136","avenida","7","33","2","trafico moderado","250","50","alta","no"
"San Miguel_848","San Isidro_537","autopista","13","33","2","trafico moderado","150","100","alta","no"
"La Molina_646","San Borja_1474","avenida","6","29","2","trafico moderado","100","50","media","si"
"Barranco_1051","Surco_1063","autopista","14","57","2","trafico moderado","40","100","alta","no"
"San Isidro_1369","Rimac_374","autopista","8","37","1","trafico libre","150","80","alta","no"
"La Molina_440","Surco_1425","calle","2","6","4","trafico extremo","250","40","alta","no"
"San Borja_1488","Surco_1006","calle","5","22","2","trafico moderado","150","30","baja","no"
"La Molina_186","Ate_455","avenida","10","27","3","trafico alto","100","50","media","si"
"Ate_449","San Juan de Lurigancho_638","calle","1","4","3","trafico alto","250","40","baja","si"
"San Miguel_417","Callao_1083","calle","4","19","4","trafico extremo","500","40","alta","no"
"San Juan de Lurigancho_219","Rimac_202","autopista","9","19","1","trafico libre","250","100","alta","si"
"Barranco_13","Surco_925","avenida","3","13","2","trafico moderado","60","60","media","si"
"La Molina_1231","San Borja_390","calle","5","15","3","trafico alto","250","30","alta","no"
"Surco_523","Barranco_1461","avenida","6","18","1","trafico libre","250","60","alta","no"
"Miraflores_739","Surco_560","avenida","10","22","3","trafico alto","40","50","baja","si"
"San Borja_1103","La Molina_470","autopista","9","44","2","trafico moderado","40","100","baja","si"
"Villa El Salvador_282","Surco_793","calle","4","16","3","trafico alto","150","30","baja","no"
"Miraflores_966","Barranco_737","autopista","8","23","1","trafico libre","40","100","media","no"
"La Molina_1258","Surco_975","calle","5","20","4","trafico extremo","150","30","media","no"
"La Molina_1454","Ate_1349","calle","2","4","4","trafico extremo","500","30","baja","si"
"Barranco_928","Chorrillos_429","avenida","7","21","3","trafico alto","40","50","media","si"
"Comas_461","Los Olivos_7","calle","4","8","4","trafico extremo","100","30","media","si"
"Villa El Salvador_339","Chorrillos_593","avenida","6","13","2","trafico moderado","60","60","media","si"
"La Molina_1154","San Borja_101","calle","4","15","2","trafico moderado","250","30","alta","no"
"Rimac_1186","Comas_1194","autopista","10","47","2","trafico moderado","250","80","baja","si"
"Surco_1088","Barranco_582","avenida","7","17","1","trafico libre","60","50","baja","si"
"Rimac_1363","Comas_784","calle","1","4","2","trafico moderado","100","40","baja","si"
"Barranco_1119","Surco_975","autopista","14","35","1","trafico libre","250","80","alta","si"
"Rimac_165","Comas_1118","autopista","11","22","1","trafico libre","250","100","alta","si"
"San Borja_1495","La Molina_1417","avenida","7","30","1","trafico libre","100","50","alta","no"
"Barranco_453","Chorrillos_149","autopista","11","38","1","trafico libre","500","100","alta","no"
"Los Olivos_939","Callao_433","avenida","8","17","1","trafico libre","100","60","alta","no"
"San Juan de Lurigancho_1101","Ate_1431","autopista","15","52","2","trafico moderado","60","100","media","si"
"Rimac_486","Comas_493","autopista","12","33","2","trafico moderado","250","80","baja","no"
"Miraflores_520","San Isidro_1292","autopista","15","38","2","trafico moderado","60","100","alta","si"
"San Borja_456","Surco_1158","calle","3","13","2","trafico moderado","60","30","media","si"
"Chorrillos_215","Villa El Salvador_898","avenida","6","20","1","trafico libre","100","50","alta","no"
"Rimac_1422","Comas_1239","autopista","14","34","1","trafico libre","60","80","alta","si"
"Comas_559","Los Olivos_1198","autopista","11","27","1","trafico libre","100","80","media","si"
"San Isidro_537","San Borja_139","calle","5","19","3","trafico alto","250","30","baja","no"
"Chorrillos_951","Barranco_1272","calle","2","9","3","trafico alto","500","30","baja","si"
"San Borja_139","La Molina_1038","avenida","3","10","1","trafico libre","500","60","alta","si"
"Villa El Salvador_369","Surco_795","autopista","9","41","2","trafico moderado","150","80","alta","no"
"Chorrillos_59","Barranco_534","avenida","10","35","3","trafico alto","40","50","media","si"
"Ate_1222","La Molina_829","autopista","8","18","1","trafico libre","500","80","alta","no"
"Villa El Salvador_254","Surco_386","autopista","14","36","1","trafico libre","60","80","alta","no"
"San Juan de Lurigancho_216","Rimac_87","avenida","9","23","3","trafico alto","40","50","baja","si"
"La Molina_1291","Surco_1463","autopista","14","32","2","trafico moderado","60","80","media","si"
"Rimac_609","Comas_601","autopista","12","48","1","trafico libre","250","80","media","si"
"San Borja_265","La Molina_1112","avenida","3","11","3","trafico alto","60","60","media","si"
"Chorrillos_676","Barranco_1472","avenida","4","19","1","trafico libre","40","60","alta","si"
"Miraflores_227","Barranco_246","calle","1","4","2","trafico moderado","100","40","media","si"
"Miraflores_1054","Barranco_1204","calle","1","3","2","trafico moderado","500","30","baja","si"
"Comas_761","Los Olivos_7","avenida","3","12","3","trafico alto","40","50","alta","no"
"San Borja_1177","La Molina_1417","autopista","12","42","2","trafico moderado","250","80","alta","no"
"San Borja_531","La Molina_634","calle","3","11","2","trafico moderado","500","30","baja","si"
"Miraflores_1478","Barranco_1033","calle","3","13","4","trafico extremo","500","40","baja","si"
"Villa El Salvador_675","Surco_346","calle","2","8","2","trafico moderado","40","30","baja","si"
"San Miguel_697","San Isidro_56","autopista","11","39","2","trafico moderado","250","100","media","si"
"Comas_787","Los Olivos_1087","autopista","8","35","1","trafico libre","500","80","alta","no"
"San Isidro_249","San Borja_1282","autopista","13","58","1","trafico libre","100","80","media","si"
"Barranco_604","Miraflores_153","calle","4","11","2","trafico moderado","100","30","alta","si"
"San Juan de Lurigancho_823","Rimac_91","avenida","3","7","3","trafico alto","40","60","alta","no"
"Rimac_319","Comas_1400","avenida","7","33","2","trafico moderado","40","50","baja","si"
"San Juan de Lurigancho_463","Ate_976","avenida","5","24","3","trafico alto","250","60","baja","si"
"San Miguel_1095","San Isidro_1005","autopista","8","26","2","trafico moderado","100","100","media","no"
"Callao_830","San Miguel_644","autopista","13","29","2","trafico moderado","60","80","alta","si"
"San Miguel_155","Callao_1122","calle","3","7","3","trafico alto","100","40","baja","si"
"San Juan de Lurigancho_667","Ate_1222","avenida","5","12","2","trafico moderado","500","60","media","si"
"Chorrillos_341","Barranco_1459","autopista","8","25","2","trafico moderado","40","80","alta","si"
"San Borja_376","La Molina_180","calle","2","6","3","trafico alto","100","30","alta","si"
"Ate_1431","San Juan de Lurigancho_729","avenida","5","17","2","trafico moderado","150","60","alta","no"
"Barranco_604","Surco_409","autopista","14","28","2","trafico moderado","250","100","alta","no"
"Barranco_1289","Miraflores_893","autopista","15","50","2","trafico moderado","40","80","alta","no"
"Los Olivos_894","Comas_469","calle","5","24","2","trafico moderado","500","30","media","no"
"Los Olivos_694","Comas_1190","avenida","7","24","3","trafico alto","60","50","baja","si"
"Ate_308","La Molina_163","autopista","9","43","2","trafico moderado","500","80","baja","no"
"Los Olivos_522","Comas_62","autopista","10","44","2","trafico moderado","150","100","media","no"
"Chorrillos_360","Barranco_1052","calle","2","5","2","trafico moderado","100","30","baja","si"
"Barranco_499","Surco_655","avenida","8","28","2","trafico moderado","100","60","baja","si"
"Surco_482","Barranco_1080","autopista","15","61","1","trafico libre","250","80","baja","no"
"San Miguel_417","Callao_1376","calle","2","10","3","trafico alto","100","40","media","si"
"Los Olivos_425","Comas_552","autopista","11","48","2","trafico moderado","150","100","baja","no"
"Barranco_1459","Chorrillos_1192","autopista","15","46","1","trafico libre","40","100","media","no"
"San Borja_300","Surco_476","avenida","4","19","3","trafico alto","60","60","media","si"
"Surco_680","Barranco_67","avenida","10","43","1","trafico libre","500","60","media","no"
"Chorrillos_676","Barranco_1031","avenida","7","16","1","trafico libre","100","50","media","no"
"Ate_501","San Juan de Lurigancho_175","autopista","11","55","2","trafico moderado","500","100","baja","si"
"San Miguel_454","San Isidro_1279","autopista","15","58","1","trafico libre","60","80","baja","si"
"Miraflores_1449","Barranco_1227","avenida","3","14","1","trafico libre","150","60","baja","no"
"La Molina_816","Surco_97","autopista","15","43","2","trafico moderado","250","80","baja","si"
"San Isidro_56","Miraflores_1351","avenida","10","33","1","trafico libre","250","50","alta","si"
"Ate_998","San Juan de Lurigancho_1156","calle","4","17","3","trafico alto","250","40","baja","si"
"San Juan de Lurigancho_1179","Rimac_1398","autopista","12","37","2","trafico moderado","500","100","baja","si"
"Comas_904","Los Olivos_738","autopista","9","30","2","trafico moderado","500","80","media","si"
"Comas_933","Los Olivos_610","autopista","8","20","2","trafico moderado","250","100","alta","si"
"Comas_1384","Los Olivos_772","autopista","12","58","1","trafico libre","500","100","baja","no"
"Chorrillos_724","Barranco_708","avenida","9","21","3","trafico alto","40","60","alta","si"
"Barranco_1461","Surco_468","autopista","13","35","2","trafico moderado","250","100","alta","no"
"Villa El Salvador_805","Surco_482","avenida","7","33","1","trafico libre","60","50","baja","no"
"San Miguel_776","San Isidro_1383","autopista","11","38","1","trafico libre","500","100","baja","si"
"Miraflores_1439","Surco_1006","avenida","4","12","2","trafico moderado","150","50","media","no"
"Callao_550","Los Olivos_312","calle","5","23","4","trafico extremo","100","30","media","si"
"Comas_332","Los Olivos_1299","avenida","7","22","3","trafico alto","40","50","baja","si"
"Barranco_1301","Miraflores_401","calle","4","17","3","trafico alto","150","40","baja","no"
"Callao_497","Los Olivos_188","calle","4","12","4","trafico extremo","100","30","alta","si"
"San Isidro_1364","Rimac_1024","autopista","10","40","1","trafico libre","60","80","baja","no"
"San Miguel_707","Callao_295","avenida","3","10","3","trafico alto","250","50","alta","no"
"Comas_404","Los Olivos_255","avenida","9","45","2","trafico moderado","250","60","baja","no"
"San Isidro_900","San Borja_1386","calle","1","5","4","trafico extremo","40","40","media","si"
"Miraflores_584","Barranco_63","autopista","15","35","1","trafico libre","60","100","baja","no"
"Chorrillos_669","Villa El Salvador_1182","avenida","9","44","3","trafico alto","60","50","baja","si"
"San Borja_228","La Molina_1453","calle","2","4","3","trafico alto","250","30","alta","no"
"Ate_334","La Molina_981","autopista","15","67","1","trafico libre","500","100","baja","si"
"San Isidro_819","Rimac_685","autopista","8","37","1","trafico libre","60","80","alta","si"
"Surco_917","San Borja_1103","avenida","3","15","2","trafico moderado","500","50","baja","no"
"Callao_433","San Miguel_987","autopista","15","60","1","trafico libre","40","100","media","si"
"La Molina_1381","Ate_1471","avenida","8","35","2","trafico moderado","500","60","baja","si"
"San Miguel_1029","Callao_1323","calle","1","5","4","trafico extremo","60","30","baja","si"
"San Miguel_1389","Callao_199","avenida","7","27","1","trafico libre","250","60","media","no"
"San Miguel_1354","San Isidro_537","autopista","9","38","2","trafico moderado","60","80","alta","si"
"Barranco_1249","Miraflores_1478","avenida","4","17","3","trafico alto","40","50","baja","si"
"La Molina_733","Surco_864","calle","1","2","3","trafico alto","500","40","baja","no"
"San Isidro_720","Miraflores_114","avenida","9","20","3","trafico alto","150","60","baja","no"
"Los Olivos_579","Comas_395","avenida","10","42","3","trafico alto","100","60","media","no"
"Miraflores_227","Surco_560","calle","4","17","4","trafico extremo","40","40","media","no"
"San Miguel_430","San Isidro_967","avenida","8","31","3","trafico alto","100","60","media","no"
"San Borja_1090","La Molina_733","calle","2","8","2","trafico moderado","150","30","baja","no"
"Surco_1158","La Molina_733","autopista","9","30","2","trafico moderado","60","80","alta","si"
"San Miguel_182","Callao_1376","autopista","15","63","1","trafico libre","100","80","baja","si"
"Barranco_217","Chorrillos_1274","avenida","10","41","3","trafico alto","40","50","alta","no"
"Villa El Salvador_918","Chorrillos_352","calle","3","11","3","trafico alto","40","40","media","no"
"Rimac_755","Comas_272","autopista","12","40","2","trafico moderado","100","80","media","no"
"Ate_713","La Molina_186","calle","3","14","3","trafico alto","100","40","media","no"
"San Miguel_1121","San Isidro_1279","autopista","15","50","1","trafico libre","100","80","alta","si"
"San Isidro_969","Miraflores_1273","autopista","15","44","2","trafico moderado","60","100","alta","si"
"Villa El Salvador_79","Surco_540","autopista","12","40","1","trafico libre","250","80","alta","si"
"Miraflores_594","San Isidro_1383","autopista","10","36","1","trafico libre","40","80","media","no"
"Los Olivos_605","Comas_840","autopista","12","58","1","trafico libre","40","100","baja","si"
"La Molina_223","Ate_1240","autopista","10","49","2","trafico moderado","40","100","alta","no"
"Rimac_91","San Isidro_514","avenida","5","17","3","trafico alto","100","50","media","si"
"Chorrillos_351","Barranco_708","calle","4","15","4","trafico extremo","150","40","alta","no"
"Callao_1424","Los Olivos_1087","autopista","9","34","2","trafico moderado","60","80","alta","no"
"Rimac_722","Comas_461","autopista","13","30","2","trafico moderado","60","100","alta","no"
"Callao_1307","Los Olivos_169","avenida","4","17","3","trafico alto","500","50","media","si"
"La Molina_435","San Borja_1089","avenida","9","31","3","trafico alto","40","50","media","si"
"San Borja_280","San Isidro_1429","autopista","11","31","2","trafico moderado","250","100","media","no"
"Ate_281","San Juan de Lurigancho_5","avenida","8","24","1","trafico libre","40","50","alta","no"
"Barranco_193","Surco_1057","avenida","3","8","3","trafico alto","60","50","baja","no"
"San Miguel_875","San Isidro_662","calle","3","6","4","trafico extremo","100","40","media","no"
"La Molina_812","Surco_523","autopista","8","21","1","trafico libre","150","80","alta","si"
"Rimac_203","Comas_711","calle","2","7","4","trafico extremo","150","40","alta","no"
"Rimac_1135","Comas_68","avenida","10","46","1","trafico libre","250","60","media","si"
"San Miguel_11","San Isidro_249","autopista","11","41","1","trafico libre","150","100","media","no"
"La Molina_750","San Borja_480","autopista","8","23","1","trafico libre","150","100","media","no"
"Surco_386","San Borja_480","avenida","9","30","2","trafico moderado","60","60","media","si"
"Barranco_121","Surco_655","autopista","15","40","1","trafico libre","40","100","baja","si"
"San Borja_480","Surco_1206","calle","5","21","4","trafico extremo","60","30","alta","si"
"Los Olivos_1487","Comas_1270","calle","5","22","4","trafico extremo","100","30","alta","no"
"Comas_1018","Rimac_1443","avenida","10","41","1","trafico libre","100","50","media","no"
"San Borja_274","La Molina_473","calle","5","15","2","trafico moderado","100","30","baja","si"
"San Isidro_879","Miraflores_410","calle","1","2","4","trafico extremo","500","30","baja","no"
"Barranco_1033","Chorrillos_298","avenida","9","32","2","trafico moderado","150","50","baja","no"
"Barranco_980","Chorrillos_288","autopista","11","41","1","trafico libre","100","100","baja","no"
"Rimac_1092","San Isidro_819","avenida","4","12","2","trafico moderado","150","60","baja","si"
"La Molina_981","Surco_444","calle","3","8","4","trafico extremo","150","40","baja","no"
"Los Olivos_792","Comas_1251","avenida","9","41","3","trafico alto","60","50","baja","si"
"Callao_1446","San Miguel_109","calle","3","9","4","trafico extremo","500","40","baja","si"
"Barranco_883","Miraflores_1438","avenida","9","28","1","trafico libre","40","50","media","si"
"Ate_1032","La Molina_168","calle","1","3","2","trafico moderado","250","40","baja","no"
"Chorrillos_158","Barranco_1126","calle","1","5","4","trafico extremo","500","40","baja","no"
"San Miguel_831","Callao_744","avenida","8","25","3","trafico alto","60","50","media","si"
"La Molina_446","Ate_1410","calle","4","8","2","trafico moderado","500","40","media","no"
"Callao_1353","San Miguel_159","avenida","5","15","3","trafico alto","150","60","alta","si"
"Callao_1122","San Miguel_802","avenida","6","13","3","trafico alto","150","60","media","si"
"Miraflores_1469","Barranco_1330","avenida","3","11","3","trafico alto","40","60","media","no"
"San Isidro_702","Miraflores_528","calle","2","9","3","trafico alto","500","30","baja","no"
"San Juan de Lurigancho_205","Rimac_949","autopista","11","43","2","trafico moderado","250","80","media","si"
"San Miguel_1468","Callao_496","autopista","9","38","2","trafico moderado","60","100","media","si"
"Ate_334","San Juan de Lurigancho_544","autopista","12","35","2","trafico moderado","500","100","baja","no"
"Ate_308","La Molina_970","calle","2","10","4","trafico extremo","250","40","media","si"
"Surco_572","Barranco_946","avenida","7","32","2","trafico moderado","60","50","baja","si"
"Callao_882","San Miguel_802","avenida","10","22","1","trafico libre","150","50","alta","no"
"Barranco_912","Miraflores_392","autopista","12","51","2","trafico moderado","100","80","alta","si"
"Callao_1353","San Miguel_309","autopista","13","58","2","trafico moderado","100","80","alta","si"
"Rimac_1212","San Isidro_275","avenida","10","48","2","trafico moderado","40","50","baja","no"
"Chorrillos_888","Villa El Salvador_254","calle","1","2","3","trafico alto","40","30","baja","si"
"Los Olivos_773","Callao_271","calle","4","13","2","trafico moderado","500","30","media","no"
"Miraflores_384","San Isidro_1413","calle","1","5","3","trafico alto","40","40","alta","no"
"San Isidro_720","Miraflores_411","autopista","11","41","1","trafico libre","150","100","media","si"
"Ate_1375","San Juan de Lurigancho_1338","calle","3","9","3","trafico alto","100","30","alta","si"
"Surco_237","San Borja_940","calle","2","6","3","trafico alto","100","40","baja","si"
"Chorrillos_1345","Barranco_534","autopista","13","27","1","trafico libre","40","80","baja","si"
"Los Olivos_598","Callao_1200","autopista","11","41","2","trafico moderado","60","80","media","no"
"Los Olivos_1117","Callao_1237","calle","4","20","3","trafico alto","500","30","alta","si"
"Comas_478","Los Olivos_1053","calle","2","8","3","trafico alto","60","30","alta","no"
"Barranco_1204","Chorrillos_263","avenida","6","17","3","trafico alto","100","50","baja","si"
"Barranco_121","Surco_795","avenida","8","37","2","trafico moderado","40","60","baja","no"
"Barranco_991","Chorrillos_645","autopista","13","64","2","trafico moderado","250","80","baja","no"
"Comas_1251","Los Olivos_1175","autopista","9","34","1","trafico libre","250","80","baja","si"
"Surco_110","San Borja_1327","calle","2","7","4","trafico extremo","500","30","media","si"
"Surco_1123","La Molina_343","avenida","5","23","3","trafico alto","150","60","baja","no"
"Rimac_950","San Isidro_1475","autopista","10","48","2","trafico moderado","150","80","baja","si"
"La Molina_358","Surco_423","avenida","9","40","2","trafico moderado","150","50","baja","si"
"Miraflores_466","Surco_92","calle","3","15","2","trafico moderado","60","30","baja","si"
"Miraflores_612","Barranco_1301","autopista","9","31","1","trafico libre","40","80","alta","no"
"Surco_196","San Borja_903","autopista","14","31","1","trafico libre","60","80","baja","si"
"San Isidro_879","Rimac_124","autopista","9","39","1","trafico libre","500","100","alta","no"
"Callao_830","Los Olivos_289","autopista","13","40","2","trafico moderado","100","80","alta","si"
"Rimac_1193","Comas_808","autopista","15","72","1","trafico libre","250","80","alta","no"
"Comas_1313","Rimac_1129","calle","3","10","4","trafico extremo","40","40","media","no"
"Ate_1208","San Juan de Lurigancho_667","avenida","5","16","2","trafico moderado","150","50","media","si"
"San Isidro_1369","San Borja_1241","autopista","14","66","2","trafico moderado","150","80","baja","no"
"San Juan de Lurigancho_1432","Ate_749","autopista","10","40","1","trafico libre","150","100","media","no"
"San Isidro_1209","Rimac_1092","autopista","12","31","1","trafico libre","60","80","media","no"
"San Juan de Lurigancho_1334","Ate_706","calle","5","17","4","trafico extremo","100","40","media","si"
"Comas_1018","Los Olivos_213","avenida","10","47","3","trafico alto","100","60","media","no"
"San Juan de Lurigancho_1280","Ate_866","avenida","9","21","1","trafico libre","150","50","baja","si"
"Comas_711","Los Olivos_1466","avenida","5","24","2","trafico moderado","100","50","baja","no"
"Chorrillos_754","Barranco_843","avenida","6","30","2","trafico moderado","250","50","media","no"
"Miraflores_526","Barranco_1249","autopista","10","25","2","trafico moderado","500","80","media","si"
"San Isidro_212","San Borja_488","autopista","15","51","1","trafico libre","500","100","media","no"
"San Isidro_118","Rimac_521","avenida","5","25","1","trafico libre","60","60","media","no"
"Barranco_946","Surco_403","calle","4","13","2","trafico moderado","150","40","baja","si"
"San Borja_903","Surco_767","autopista","12","32","1","trafico libre","250","80","baja","no"
"San Miguel_58","San Isidro_397","avenida","4","16","3","trafico alto","500","60","media","si"
"San Isidro_249","Rimac_443","avenida","7","31","1","trafico libre","100","50","media","no"
"Ate_1287","San Juan de Lurigancho_1156","autopista","12","36","1","trafico libre","60","80","baja","si"
"San Borja_3","San Isidro_1475","avenida","5","10","3","trafico alto","250","60","alta","si"
"Comas_635","Los Olivos_583","avenida","8","39","2","trafico moderado","60","50","media","si"
"San Isidro_66","Miraflores_157","calle","3","12","4","trafico extremo","150","40","media","si"
"San Juan de Lurigancho_1169","Ate_1366","avenida","3","13","1","trafico libre","250","60","media","si"
"San Borja_1210","La Molina_89","calle","4","13","4","trafico extremo","150","40","media","si"
"Ate_620","La Molina_243","autopista","15","32","2","trafico moderado","60","80","alta","no"
"La Molina_470","Surco_1028","avenida","7","18","3","trafico alto","250","60","alta","no"
"Ate_1185","San Juan de Lurigancho_682","autopista","10","39","2","trafico moderado","100","100","alta","si"
"La Molina_1045","Surco_266","autopista","13","32","1","trafico libre","40","100","alta","no"
"Villa El Salvador_1355","Surco_560","avenida","4","11","1","trafico libre","40","50","alta","si"
"San Isidro_819","Rimac_664","autopista","13","42","1","trafico libre","150","100","media","no"
"Los Olivos_103","Callao_801","autopista","15","49","2","trafico moderado","150","100","baja","si"
"Comas_324","Rimac_567","calle","4","12","4","trafico extremo","500","40","media","si"
"Ate_310","San Juan de Lurigancho_944","calle","2","9","3","trafico alto","100","40","baja","si"
"Chorrillos_951","Barranco_624","calle","2","8","2","trafico moderado","100","30","baja","si"
"San Borja_1314","Surco_821","avenida","10","50","1","trafico libre","500","50","alta","no"
"Rimac_203","Comas_804","autopista","12","44","2","trafico moderado","250","80","alta","no"
"San Miguel_527","Callao_189","autopista","15","32","1","trafico libre","40","100","alta","si"
"Callao_378","San Miguel_426","avenida","8","29","3","trafico alto","100","60","baja","si"
"Callao_830","San Miguel_432","calle","2","8","4","trafico extremo","500","40","media","no"
"San Borja_1090","San Isidro_1076","avenida","5","20","2","trafico moderado","250","60","media","no"
"Chorrillos_1061","Villa El Salvador_1263","autopista","15","61","1","trafico libre","40","100","alta","no"
"Rimac_1403","San Isidro_21","autopista","12","30","1","trafico libre","100","100","baja","si"
"Rimac_1215","Comas_383","autopista","11","22","1","trafico libre","60","80","media","si"
"Barranco_70","Miraflores_314","avenida","10","40","3","trafico alto","60","60","media","no"
"La Molina_152","Ate_860","avenida","3","12","3","trafico alto","100","50","media","no"
"San Miguel_848","Callao_1353","autopista","12","50","1","trafico libre","150","80","alta","no"
"San Juan de Lurigancho_777","Rimac_1186","calle","3","7","3","trafico alto","150","30","baja","no"
"San Borja_1210","La Molina_1181","calle","5","25","3","trafico alto","250","30","alta","no"
"Miraflores_568","San Isidro_1364","calle","4","12","2","trafico moderado","60","30","media","no"
"Barranco_1004","Miraflores_806","autopista","13","57","1","trafico libre","250","80","media","no"
"San Miguel_831","Callao_1307","avenida","10","47","3","trafico alto","60","50","media","no"
"La Molina_1146","Surco_196","avenida","10","24","2","trafico moderado","250","50","baja","si"
"Miraflores_411","Surco_727","autopista","9","28","2","trafico moderado","250","80","baja","si"
"San Juan de Lurigancho_245","Rimac_715","calle","5","25","4","trafico extremo","250","30","media","no"
"San Isidro_774","Miraflores_568","avenida","10","23","3","trafico alto","100","60","media","si"
"Callao_1183","Los Olivos_854","avenida","6","27","2","trafico moderado","150","60","alta","no"
"San Juan de Lurigancho_297","Rimac_374","calle","3","6","4","trafico extremo","100","30","media","no"
"Surco_1091","Barranco_737","autopista","15","47","1","trafico libre","40","100","media","no"
"La Molina_418","Ate_105","avenida","4","9","3","trafico alto","100","60","baja","no"
"Comas_332","Los Olivos_425","autopista","8","40","1","trafico libre","500","80","media","si"
"Surco_423","La Molina_1453","calle","4","19","4","trafico extremo","500","30","media","no"
"San Miguel_1420","Callao_355","calle","3","10","4","trafico extremo","500","30","alta","si"
"Miraflores_1044","Barranco_177","avenida","5","18","1","trafico libre","100","60","media","si"
"Callao_989","San Miguel_1294","calle","4","16","3","trafico alto","100","30","baja","no"
"Ate_281","La Molina_290","autopista","9","25","2","trafico moderado","500","80","media","si"
"San Borja_354","Surco_503","avenida","9","42","1","trafico libre","40","60","media","no"
"San Isidro_1049","San Borja_971","calle","4","13","4","trafico extremo","150","40","alta","si"
"Callao_744","San Miguel_1121","autopista","12","36","2","trafico moderado","60","80","media","no"
"Comas_291","Los Olivos_512","calle","2","6","3","trafico alto","60","40","media","si"
"La Molina_264","Ate_1064","autopista","9","23","2","trafico moderado","40","80","media","no"
"San Isidro_307","San Borja_535","autopista","11","47","1","trafico libre","40","80","media","si"
"San Borja_456","La Molina_22","calle","2","6","3","trafico alto","100","40","baja","si"
"Comas_886","Los Olivos_448","avenida","3","14","2","trafico moderado","250","50","baja","si"
"Comas_1407","Los Olivos_751","avenida","5","25","1","trafico libre","60","60","alta","no"
"La Molina_1253","Ate_334","autopista","10","50","1","trafico libre","500","80","baja","no"
"San Borja_480","San Isidro_699","autopista","8","19","1","trafico libre","40","100","alta","si"
"Chorrillos_593","Barranco_471","calle","3","13","3","trafico alto","100","40","alta","no"
"Chorrillos_986","Barranco_248","calle","5","10","2","trafico moderado","500","40","media","si"
"Callao_916","San Miguel_649","calle","1","5","2","trafico moderado","150","30","media","si"
"Callao_233","San Miguel_489","autopista","10","26","2","trafico moderado","150","100","baja","no"
"Comas_964","Rimac_347","calle","5","15","4","trafico extremo","100","30","alta","si"
"Barranco_40","Chorrillos_1350","avenida","4","16","1","trafico libre","60","60","baja","si"
"Comas_841","Los Olivos_997","autopista","8","25","1","trafico libre","150","80","media","no"
"Comas_1246","Rimac_786","avenida","8","17","2","trafico moderado","40","50","media","si"
"Surco_1171","San Borja_138","autopista","12","56","2","trafico moderado","150","100","media","no"
"Los Olivos_1466","Callao_192","autopista","15","31","2","trafico moderado","150","80","alta","no"
"San Borja_144","Surco_110","autopista","13","46","2","trafico moderado","500","100","baja","no"
"Ate_106","San Juan de Lurigancho_313","avenida","5","23","3","trafico alto","150","50","media","si"
"San Juan de Lurigancho_78","Rimac_258","calle","4","10","3","trafico alto","40","40","alta","si"
"Barranco_121","Miraflores_652","calle","3","7","4","trafico extremo","500","40","baja","no"
"Callao_484","San Miguel_1354","calle","4","12","2","trafico moderado","250","40","baja","no"
"Miraflores_399","Surco_196","autopista","15","37","1","trafico libre","60","100","baja","si"
"San Isidro_1429","Miraflores_392","avenida","9","18","1","trafico libre","100","50","alta","no"
"Ate_1281","San Juan de Lurigancho_688","autopista","12","49","1","trafico libre","60","80","alta","si"
"Los Olivos_1242","Comas_1239","autopista","14","32","2","trafico moderado","150","80","alta","no"
"Surco_386","Barranco_151","calle","3","7","4","trafico extremo","250","30","baja","si"
